/Users/rasko01/Desktop/IMG/center_2017_07_07_14_59_28_087.jpg,/Users/rasko01/Desktop/IMG/left_2017_07_07_14_59_28_087.jpg,/Users/rasko01/Desktop/IMG/right_2017_07_07_14_59_28_087.jpg,0,0,0,20.09644
/Users/rasko01/Desktop/IMG/center_2017_07_07_14_59_28_158.jpg,/Users/rasko01/Desktop/IMG/left_2017_07_07_14_59_28_158.jpg,/Users/rasko01/Desktop/IMG/right_2017_07_07_14_59_28_158.jpg,-0.15,0,0,19.92423
/Users/rasko01/Desktop/IMG/center_2017_07_07_14_59_28_230.jpg,/Users/rasko01/Desktop/IMG/left_2017_07_07_14_59_28_230.jpg,/Users/rasko01/Desktop/IMG/right_2017_07_07_14_59_28_230.jpg,-0.35,0,0,19.71093
/Users/rasko01/Desktop/IMG/center_2017_07_07_14_59_28_319.jpg,/Users/rasko01/Desktop/IMG/left_2017_07_07_14_59_28_319.jpg,/Users/rasko01/Desktop/IMG/right_2017_07_07_14_59_28_319.jpg,-0.5500001,0,0,19.44989
/Users/rasko01/Desktop/IMG/center_2017_07_07_14_59_28_392.jpg,/Users/rasko01/Desktop/IMG/left_2017_07_07_14_59_28_392.jpg,/Users/rasko01/Desktop/IMG/right_2017_07_07_14_59_28_392.jpg,-0.4193189,0,0,19.2425
/Users/rasko01/Desktop/IMG/center_2017_07_07_14_59_28_465.jpg,/Users/rasko01/Desktop/IMG/left_2017_07_07_14_59_28_465.jpg,/Users/rasko01/Desktop/IMG/right_2017_07_07_14_59_28_465.jpg,-0.2313718,0.08946615,0,19.11107
/Users/rasko01/Desktop/IMG/center_2017_07_07_14_59_28_532.jpg,/Users/rasko01/Desktop/IMG/left_2017_07_07_14_59_28_532.jpg,/Users/rasko01/Desktop/IMG/right_2017_07_07_14_59_28_532.jpg,0,0.3216872,0,19.15019
/Users/rasko01/Desktop/IMG/center_2017_07_07_14_59_28_604.jpg,/Users/rasko01/Desktop/IMG/left_2017_07_07_14_59_28_604.jpg,/Users/rasko01/Desktop/IMG/right_2017_07_07_14_59_28_604.jpg,0,0.519612,0,19.3967
/Users/rasko01/Desktop/IMG/center_2017_07_07_14_59_28_673.jpg,/Users/rasko01/Desktop/IMG/left_2017_07_07_14_59_28_673.jpg,/Users/rasko01/Desktop/IMG/right_2017_07_07_14_59_28_673.jpg,0,0.7434391,0,19.86449
/Users/rasko01/Desktop/IMG/center_2017_07_07_14_59_28_746.jpg,/Users/rasko01/Desktop/IMG/left_2017_07_07_14_59_28_746.jpg,/Users/rasko01/Desktop/IMG/right_2017_07_07_14_59_28_746.jpg,0,0.9147272,0,20.32003
/Users/rasko01/Desktop/IMG/center_2017_07_07_14_59_28_814.jpg,/Users/rasko01/Desktop/IMG/left_2017_07_07_14_59_28_814.jpg,/Users/rasko01/Desktop/IMG/right_2017_07_07_14_59_28_814.jpg,0,1,0,21.12196
/Users/rasko01/Desktop/IMG/center_2017_07_07_14_59_28_893.jpg,/Users/rasko01/Desktop/IMG/left_2017_07_07_14_59_28_893.jpg,/Users/rasko01/Desktop/IMG/right_2017_07_07_14_59_28_893.jpg,0,1,0,21.92204
/Users/rasko01/Desktop/IMG/center_2017_07_07_14_59_28_967.jpg,/Users/rasko01/Desktop/IMG/left_2017_07_07_14_59_28_967.jpg,/Users/rasko01/Desktop/IMG/right_2017_07_07_14_59_28_967.jpg,0,1,0,22.52316
/Users/rasko01/Desktop/IMG/center_2017_07_07_14_59_29_188.jpg,/Users/rasko01/Desktop/IMG/left_2017_07_07_14_59_29_188.jpg,/Users/rasko01/Desktop/IMG/right_2017_07_07_14_59_29_188.jpg,0,1,0,24.66704
